letter,question,answer
ر,الشخص الذي يتم احتجازه واختطافه بالقوة للمساومة عليه وطلب فدية أو مطالب سياسية؟,رهينة
ر,القصائد والكلمات الحزينة التي تقال أو تكتب في تأبين الميت وذكر محاسنه ومآثره؟,رثاء
ر,الصخر الكلسي الصلب واللامع ذو العروق الملونة والذي يستخدم بكثرة في القصور والأرضيات الفخمة؟,رخام
ر,قطرات الماء الدقيقة جداً والمتطايرة في الهواء نتيجة اصطدام الأمواج أو استخدام البخاخ؟,رذاذ
ر,الكومة الكبيرة من الأنقاض والحجارة المتراكمة الناتجة عن تهدم مبنى أو جبل؟,ركام
ر,التباطؤ الاقتصادي وتوقف حركة البيع والشراء في الأسواق وانخفاض معدلات الإنتاج؟,ركود
ر,التيارات الهوائية المتحركة بسرعات مختلفة والتي تحرك السحب وتلطف الأجواء أو تثير العواصف؟,رياح
ر,المنطقة الزراعية الهادئة والبعيدة عن صخب المدن وتتميز بالمزارع والمناظر الخضراء النقية؟,ريف
ر,الشيء الثابت والمتين الذي لا يتزعزع كالوتد في الأرض أو المبدأ في العقل يقال مبدأ؟,راسخ
ر,الشخص الذي يستقل وسائل النقل المختلفة كالطائرة أو القطار أو السيارة للانتقال من مكان لآخر؟,راكب
ز,الوعاء المصنوع من الزجاج لحفظ السوائل كالمياه والعصائر والعطور؟,زجاجة
ز,حجر كريم نفيس يتميز بلونه الأخضر الفاتح المائل للصفرة ويستخدم في صياغة المجوهرات؟,زبرجد
ز,العواصف الهوائية القوية والحلزونية التي ترفع الأتربة والأشياء في الهواء بقوة مدمرة؟,زوابع
ز,الغرف الضيقة جداً والمظلمة داخل السجون والمخصصة لعزل وحبس المجرمين؟,زنازين
ز,الأشخاص والعملاء الذين يترددون على المتاجر لشراء السلع والحصول على الخدمات؟,زبائن
ز,الحفل الكبير والبهيج الذي يقام بمناسبة زواج شخصين وإعلان ارتباطهما رسمياً؟,زفاف
ز,القطعة الواحدة من الحجر الكريم شديد الخضرة واللمعان والذي يعتبر من أغلى الجواهر؟,زمردة
ز,القادة والرؤساء الذين يمتلكون السلطة والقرار في دولهم أو أحزابهم السياسية؟,زعماء
ز,نقاط التقاء الخطوط المستقيمة في الأشكال الهندسية وتكون قائمة أو حادة أو منفرجة؟,زوايا
ز,الطعام والشراب الذي يأخذه المسافر معه في رحلته الطويلة ليتقوت به ويقال عنه؟,زاد
ز,الكذب والخداع والشيء المقلد والمزور الذي يظهر بغير حقيقته وباطنه؟,زيف
ز,الخطأ غير المتعمد والسقطة العابرة في الكلام أو التصرف ويقال لكل عالم؟,زلة
ز,علاقة الود والرفقة المهنية بين الأشخاص الذين يعملون في نفس المكان أو يدرسون معاً؟,زمالة
ز,الشخص الذي يترك ملذات الدنيا طواعية ويكتفي بالقليل تقرباً لله سبحانه وتعالى؟,زاهد
ز,فن تزيين وتجميل المباني والأوراق والأسطح بالنقوش الهندسية والنباتية البديعة؟,زخرفة

س,الأسلحة البيضاء الطويلة والحادة التي كانت تستخدم في المعارك والمبارزات القديمة؟,سيوف
س,المركبات المائية الضخمة التي تمخر عباب المحيطات لنقل البضائع والركاب؟,سفن
س,الأشخاص الذين يمارسون ألعاب الخفة والخداع البصري أو الشعوذة المذمومة؟,سحرة
س,الأقمشة التي تعلق على النوافذ لحجب أشعة الشمس وتوفير الخصوصية في المنازل؟,ستائر
س,المعرض الترفيهي المتنقل الذي يضم ألعاباً بهلوانية وحيوانات مدربة لإمتاع الجمهور؟,سيرك
س,المقار والممثليات الدبلوماسية الرسمية التابعة للدول والموجودة في عواصم الدول الأخرى؟,سفارات
س,المسافرون والزوار الذين يتنقلون بين البلدان بهدف الترفيه والاستكشاف والاستجمام؟,سياح
س,الوسطاء الذين يسهلون عمليات البيع والشراء بين الأطراف كالعقارات والأسهم مقابل عمولة؟,سماسرة

س,الزواحف البطيئة التي تحمل دروعاً صلبة على ظهورها لحمايتها وتعيش لسنوات طويلة؟,سلاحف
س,الأدوات والآلات المتنوعة التي تستخدم لمعرفة الوقت وتنظيم المواعيد أو الفترات الزمنية؟,ساعات
س,وحدات قياس الطاقة التي يحصل عليها الجسم من الطعام ويحرقها بالمجهود البدني تسمى؟,سعرات حرارية
س,اللص الذي يأخذ أموال وممتلكات الآخرين خفية وبدون وجه حق وبطرق ملتوية؟,سارق
س,الشخص المكلف بنقل وإيصال الرسائل والطرود البريدية إلى المنازل والشركات؟,ساعي
ش,النجوم المركزية الملتهبة التي تدور حولها الكواكب وتمدها بالضوء والحرارة في المجرات؟,شموس
ش,الشيء أو الملابس التي تخص وتلائم فصل الشتاء البارد وتتميز بالدفء والسمك؟,شتوي
ش,النباتات الخشبية الصغيرة والمتفرعة التي لا تصل لحجم وطول الأشجار الكبيرة؟,شجيرات
ش,حبوب زراعية غنية بالألياف ومفيدة جداً تستخدم عادة كوجبة إفطار صحية وتغلى مع الحليب؟,شوفان
ش,رجل الأمن المرتدي للزي الرسمي والمسؤول عن حفظ النظام وتطبيق القانون في الشوارع؟,شرطي
ش,القسم أو النصف من الشيء ويستخدم في الشعر للإشارة إلى نصف البيت الشعري؟,شطر
ش,الكتاب والأدباء الذين يبرعون في نظم القصائد الموزونة والمقفاة للتعبير عن المشاعر؟,شعراء
ش,الميل القوي والحب العنيف والاهتمام المطلق الذي يمتلك قلب الإنسان تجاه هواية أو عمل؟,شغف
ش,الامتداد البارز والمكشوف في الطوابق العليا للمبنى والذي يطل على الشارع؟,شرفة
